         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           WEL_IN          WEL_OUT      SUB_INST_IN     SUB_INST_OUT     SUB_DELAY_IN    SUB_DELAY_OUT         IN_OUT  PERCENT_ERROR
  NaN                  26     1     28.6374366     8796.83744       3300.72475              0.0        135.58329      23650.00444          30000.0          30000.0       5016.01520    5.8067257E-11      15197.68400              0.0      0.0028007   5.2203605E-6
  NaN                  26     2     37.2286675     8834.06610       3296.15270              0.0        136.21302      23631.35520          30000.0          30000.0       5040.40117    5.1063188E-11      15158.60358              0.0      0.0152722   2.8476311E-5
  NaN                  26     3     48.3972678     8882.46337       3288.59882              0.0        137.03298      23607.16353          30000.0          30000.0       5043.75876    5.0992835E-11      15137.77468              0.0      0.0017141   3.1975560E-6
  NaN                  26     4     62.9164481     8945.37982       3279.23450              0.0        138.09906      23575.79449          30000.0          30000.0       5037.97120    4.1827265E-11      15120.49212              0.0      0.0023854   4.4523750E-6
  NaN                  26     5     81.7913826     9027.17120       3265.01588              0.0        139.48355      23535.17372          30000.0          30000.0       5028.73248    3.3776054E-11      15101.83785              0.0      0.1039506   1.9417279E-4
  NaN                  26     6      106.32880     9133.50000       3248.68434              0.0        141.28046      23482.59846          30000.0          30000.0       5017.23184    2.3569463E-11      15075.38134              0.0      0.0204743   3.8282193E-5
  NaN                  27     1     28.6374366     9162.13744       3242.45162              0.0        141.76202      23468.46500          30000.0          30000.0       4987.15196    7.0032438E-11      15097.10548              0.0      0.0060851   1.1380700E-5
  NaN                  27     2     37.2286675     9199.36610       3237.91973              0.0        142.38916      23450.11487          30000.0          30000.0       5011.82871    7.9653871E-11      15057.99178              0.0      0.0145120   2.7150587E-5
  NaN                  27     3     48.3972678     9247.76337       3230.39038              0.0        143.20578      23426.31103          30000.0          30000.0       5015.67413    4.4442846E-11      15037.04240              0.0      0.0016674   3.1209162E-6
  NaN                  27     4     62.9164481     9310.67982       3221.12376              0.0        144.26746      23395.44381          30000.0          30000.0       5010.18761    3.9331867E-11      15019.86702              0.0      0.0020348   3.8107542E-6
  NaN                  27     5     81.7913826     9392.47120       3206.96039              0.0        145.64617      23355.47158          30000.0          30000.0       5001.72106    2.4242311E-11      15001.04522              0.0      0.0987433   1.8506708E-4
  NaN                  27     6      106.32880     9498.80000       3190.30971              0.0        147.43531      23303.73427          30000.0          30000.0       4991.64970    2.3522418E-11      14974.31932              0.0      0.0202299   3.7952130E-5
  NaN                  28     1     28.6374366     9527.43744       3183.99406              0.0        147.91475      23289.82600          30000.0          30000.0       4961.93983    9.8754432E-11      14995.98270              0.0      0.0053456   1.0031199E-5
  NaN                  28     2     37.2286675     9564.66610       3179.57966              0.0        148.53912      23271.76815          30000.0          30000.0       4986.82134    7.0327735E-11      14956.84150              0.0      0.0134770   2.5298597E-5
  NaN                  28     3     48.3972678     9613.06337       3172.31456              0.0        149.35211      23248.34342          30000.0          30000.0       4990.84227    6.0528739E-11      14935.83438    4.1387946E-13   1.0439297E-4   1.9604923E-7
  NaN                  28     4     62.9164481     9675.97982       3163.21229              0.0        150.40900      23217.96751          30000.0          30000.0       4985.63745    3.1471638E-11      14918.71341              0.0      0.0046428   8.7241673E-6
  NaN                  28     5     81.7913826     9757.77120       3149.46064              0.0        151.78146      23178.63240          30000.0          30000.0       4977.65754    3.6052810E-11      14899.64306              0.0      0.0896875   1.6865344E-4
  NaN                  28     6      106.32880     9864.10000       3133.14584              0.0        153.56229      23127.72075          30000.0          30000.0       4968.16377    2.2199817E-11      14872.82976    3.1609750E-14      0.0190860   3.5924712E-5
  NaN                  29     1     28.6374366     9892.73744       3126.84756              0.0        154.03945      23114.03541          30000.0          30000.0       4938.51776    7.3869315E-11      14894.63275              0.0      0.0021112   3.9748344E-6
  NaN                  29     2     37.2286675     9929.96610       3122.34625              0.0        154.66083      23096.26510          30000.0          30000.0       4963.74290    6.7689300E-11      14855.52919              0.0      0.0140715   2.6501895E-5
  NaN                  29     3     48.3972678     9978.36337       3115.00798              0.0        155.46986      23073.21464          30000.0          30000.0       4968.42847    4.6632146E-11      14834.30701              0.0      0.0013112   2.4704563E-6
  NaN                  29     4     62.9164481    10041.27982       3105.79936              0.0        156.52152      23043.32394          30000.0          30000.0       4964.02842    5.2453482E-11      14816.97773              0.0      0.0030908   5.8268417E-6
  NaN                  29     5     81.7913826    10123.07120       3091.57105              0.0        157.88324      23004.73874          30000.0          30000.0       4957.61250    3.6245320E-11      14797.58352              0.0      0.0884400   1.6685316E-4
  NaN                  29     6      106.32880    10229.40000       3074.57322              0.0        159.64398      22955.06252          30000.0          30000.0       4950.69379    2.3981640E-11      14770.08430              0.0      0.0672231   1.2694371E-4
  NaN                  30     1     28.6374366    10258.03744       3068.03134              0.0        160.11526      22941.72821          30000.0          30000.0       4921.70742    7.9385447E-11      14791.87538              0.0      0.0011992   2.2652104E-6
  NaN                  30     2     37.2286675    10295.26610       3063.36485              0.0        160.72873      22924.44191          30000.0          30000.0       4948.01114    7.0303687E-11      14752.34787              0.0      0.0106765   2.0173120E-5
  NaN                  30     3     48.3972678    10343.66337       3055.30978              0.0        161.52652      22902.05927          30000.0          30000.0       4954.44387    4.9707032E-11      14730.77695              0.0      0.0021500   4.0640473E-6
  NaN                  30     4     62.9164481    10406.57982       3045.29845              0.0        162.56246      22873.09774          30000.0          30000.0       4952.24555    3.1435273E-11      14713.00021              0.0      0.0089307   1.6890838E-5
  NaN                  30     5     81.7913826    10488.37120       3030.43886              0.0        163.90499      22835.70930          30000.0          30000.0       4948.71647    3.2530649E-11      14692.56398    4.5069386E-14      0.0850008   1.6087763E-4
  NaN                  30     6      106.32880    10594.70000       3013.30170              0.0        165.64119      22787.47058          30000.0          30000.0       4944.42743    3.3155918E-11      14664.03868              0.0      0.0615895   1.1667461E-4
  NaN                  31     1     28.6374366    10623.33744       3006.60782              0.0        166.10540      22774.51395          30000.0          30000.0       4916.66693    9.4648596E-11      14685.15797              0.0      0.0241760   4.5809889E-5
  NaN                  31     2     37.2286675    10660.56610       3002.01828              0.0        166.70896      22757.71061          30000.0          30000.0       4943.32926    8.0235227E-11      14645.74490              0.0      0.0907922   1.7209260E-4
  NaN                  31     3     48.3972678    10708.96337       2994.30200              0.0        167.49103      22735.94577          30000.0          30000.0       4950.27905    6.1172374E-11      14623.87044              0.0      0.0032440   6.1514057E-6
  NaN                  31     4     62.9164481    10771.87982       2982.72214              0.0        168.09375      22707.90644          30000.0          30000.0       4951.63699    4.8265651E-11      14605.45582              0.0      0.0022520   4.2726880E-6
  NaN                  31     5     81.7913826    10853.67120       2965.75148              0.0        168.57091      22671.92004          30000.0          30000.0       4954.41176    3.4927289E-11      14583.10654              0.0      0.0793546   1.5065834E-4
  NaN                  31     6      106.32880    10960.00000       2946.20103              0.0        169.26732      22625.70301          30000.0          30000.0       4957.93301    2.7139525E-11      14552.25016              0.0      0.0514914   9.7844722E-5
